index,Fuel Type Code,Station Name,City,State,ZIP,Status Code,Groups With Access Code,Latitude,Longitude,ID,Updated At,Country,Groups With Access Code (French),Access Code,TOTAL_POP_ev,County_ev,ST_ev,STATE_ev,STCNTY_ev,COUNTY_ev,FIPS_ev,SVI_ev,Area_km2_ev,PopDens_ev,PD_log_ev,geometry,index_tracts,TOTAL_POP_tracts,County_tracts,ST_tracts,STATE_tracts,STCNTY_tracts,COUNTY_tracts,FIPS_tracts,SVI_tracts,Area_km2_tracts,PopDens_tracts,PD_log_tracts
20992,ELEC,BASF,Durham,NC,27709,E,Public,35.925129,-78.864765,118507,2019-11-14 10:14:28 UTC,US,Public,public,4,Durham,,,,,,,21.33587423106502,0.18747767055056982,-1.6740955310604568,POINT (692639.4062031121 3977750.864619345),59,4,Durham,,,,,,,21.33587423106502,0.18747767055056982,-1.6740955310604568
5156,ELEC,CrossRoads Ford,Cary,NC,27518,E,Public - Call ahead,35.757603,-78.749721,64385,2019-05-14 21:16:45 UTC,US,Public - Appeler à l'avance,public,3610,Wake,37,NORTH CAROLINA,37183,Wake,37183053505,0.0814,4.117683660265655,876.7064927389538,6.776172264451631,POINT (703447.8540941855 3959398.944013054),183,3610,Wake,37,NORTH CAROLINA,37183,Wake,37183053505,0.0814,4.117683660265655,876.7064927389538,6.776172264451631
5247,ELEC,North Carolina State University - Keystone Science Center,Raleigh,NC,27606,E,Public,35.774673,-78.67779200000001,64755,2019-10-04 14:44:17 UTC,US,Public,public,7874,Wake,37,NORTH CAROLINA,37183,Wake,37183052302,0.3975,9.867014694850784,798.0123921482693,6.682124126337091,POINT (709907.1942777517 3961444.421691806),112,7874,Wake,37,NORTH CAROLINA,37183,Wake,37183052302,0.3975,9.867014694850784,798.0123921482693,6.682124126337091
8569,ELEC,NC STATE,Raleigh,NC,27606,E,Public,35.7704198,-78.677132,77219,2019-11-14 10:14:28 UTC,US,Public,public,7874,Wake,37,NORTH CAROLINA,37183,Wake,37183052302,0.3975,9.867014694850784,798.0123921482693,6.682124126337091,POINT (709978.0516100596 3960973.988553535),112,7874,Wake,37,NORTH CAROLINA,37183,Wake,37183052302,0.3975,9.867014694850784,798.0123921482693,6.682124126337091
8570,ELEC,NC STATE,Raleigh,NC,27606,E,Public,35.7737766,-78.6744469,77220,2019-11-14 10:14:28 UTC,US,Public,public,7874,Wake,37,NORTH CAROLINA,37183,Wake,37183052302,0.3975,9.867014694850784,798.0123921482693,6.682124126337091,POINT (710211.9758093241 3961352.150090233),112,7874,Wake,37,NORTH CAROLINA,37183,Wake,37183052302,0.3975,9.867014694850784,798.0123921482693,6.682124126337091
10354,ELEC,NC STATE,Raleigh,NC,27606,E,Public,35.7725034,-78.68109890000001,85557,2019-11-14 10:14:28 UTC,US,Public,public,7874,Wake,37,NORTH CAROLINA,37183,Wake,37183052302,0.3975,9.867014694850784,798.0123921482693,6.682124126337091,POINT (709613.9253183577 3961196.644967245),112,7874,Wake,37,NORTH CAROLINA,37183,Wake,37183052302,0.3975,9.867014694850784,798.0123921482693,6.682124126337091
10416,ELEC,NC STATE,Raleigh,NC,27606,E,Public,35.7754837,-78.67591829999999,85645,2019-11-14 10:14:28 UTC,US,Public,public,7874,Wake,37,NORTH CAROLINA,37183,Wake,37183052302,0.3975,9.867014694850784,798.0123921482693,6.682124126337091,POINT (710074.4559975725 3961538.377889505),112,7874,Wake,37,NORTH CAROLINA,37183,Wake,37183052302,0.3975,9.867014694850784,798.0123921482693,6.682124126337091
6154,ELEC,ASBURYVILLAGE,Raleigh,NC,27607,E,Public,35.7950271,-78.7381743,68827,2019-11-14 10:14:28 UTC,US,Public,public,3205,Wake,37,NORTH CAROLINA,37183,Wake,37183052401,0.1217,13.090835684752982,244.82776173967972,5.500554950007564,POINT (704396.0972978441 3963574.737795404),113,3205,Wake,37,NORTH CAROLINA,37183,Wake,37183052401,0.1217,13.090835684752982,244.82776173967972,5.500554950007564
10348,ELEC,NC STATE,Raleigh,NC,27606,E,Public,35.7976811,-78.7063203,85526,2019-11-14 10:14:28 UTC,US,Public,public,3205,Wake,37,NORTH CAROLINA,37183,Wake,37183052401,0.1217,13.090835684752982,244.82776173967972,5.500554950007564,POINT (707268.2599279756 3963936.149164201),113,3205,Wake,37,NORTH CAROLINA,37183,Wake,37183052401,0.1217,13.090835684752982,244.82776173967972,5.500554950007564
12275,ELEC,Sheetz,Raleigh,NC,27607,E,Public - Card key at all times,35.789742,-78.73902700000001,93360,2019-11-14 10:52:49 UTC,US,Public - Carte-clé en tout temps,public,3205,Wake,37,NORTH CAROLINA,37183,Wake,37183052401,0.1217,13.090835684752982,244.82776173967972,5.500554950007564,POINT (704332.5667521372 3962986.637794375),113,3205,Wake,37,NORTH CAROLINA,37183,Wake,37183052401,0.1217,13.090835684752982,244.82776173967972,5.500554950007564
16237,ELEC,HIGHWOODS,Raleigh,NC,27607,E,Public,35.792361,-78.739783,104039,2019-11-14 10:14:28 UTC,US,Public,public,3205,Wake,37,NORTH CAROLINA,37183,Wake,37183052401,0.1217,13.090835684752982,244.82776173967972,5.500554950007564,POINT (704257.5263238959 3963275.607524582),113,3205,Wake,37,NORTH CAROLINA,37183,Wake,37183052401,0.1217,13.090835684752982,244.82776173967972,5.500554950007564
6965,ELEC,Aloft Hotel,Raleigh,NC,27607,E,Public,35.786762,-78.663393,72151,2019-05-14 21:16:45 UTC,US,Public,public,3476,Wake,37,NORTH CAROLINA,37183,Wake,37183051200,0.2013,1.8728080782903143,1856.036419478305,7.526198535717368,POINT (711176.9700812818 3962816.531971488),99,3476,Wake,37,NORTH CAROLINA,37183,Wake,37183051200,0.2013,1.8728080782903143,1856.036419478305,7.526198535717368
9296,ELEC,616,Raleigh,NC,27605,E,Public,35.7930757,-78.66192579999999,80020,2019-11-14 10:14:28 UTC,US,Public,public,3476,Wake,37,NORTH CAROLINA,37183,Wake,37183051200,0.2013,1.8728080782903143,1856.036419478305,7.526198535717368,POINT (711292.8704142602 3963520.140418333),99,3476,Wake,37,NORTH CAROLINA,37183,Wake,37183051200,0.2013,1.8728080782903143,1856.036419478305,7.526198535717368
18862,ELEC,Aloft Raleigh - Tesla Destination,Raleigh,NC,27607,E,Public,35.786762,-78.663393,114703,2019-05-14 21:16:45 UTC,US,Public,public,3476,Wake,37,NORTH CAROLINA,37183,Wake,37183051200,0.2013,1.8728080782903143,1856.036419478305,7.526198535717368,POINT (711176.9700812818 3962816.531971488),99,3476,Wake,37,NORTH CAROLINA,37183,Wake,37183051200,0.2013,1.8728080782903143,1856.036419478305,7.526198535717368
6973,ELEC,The King's Daughters Inn,Durham,NC,27701,E,Public,36.003728,-78.912068,72167,2019-10-04 14:44:17 UTC,US,Public,public,3426,Durham,37,NORTH CAROLINA,37063,Durham,37063000302,0.3392,1.7222853027476903,1989.2174627132024,7.595496605563966,POINT (688184.4693606385 3986378.066211168),4,3426,Durham,37,NORTH CAROLINA,37063,Durham,37063000302,0.3392,1.7222853027476903,1989.2174627132024,7.595496605563966
18843,ELEC,The King's Daughters Inn - Tesla Destination,Durham,NC,27701,E,Public,36.003728,-78.912068,114683,2019-05-09 14:33:40 UTC,US,Public,public,3426,Durham,37,NORTH CAROLINA,37063,Durham,37063000302,0.3392,1.7222853027476903,1989.2174627132024,7.595496605563966,POINT (688184.4693606385 3986378.066211168),4,3426,Durham,37,NORTH CAROLINA,37063,Durham,37063000302,0.3392,1.7222853027476903,1989.2174627132024,7.595496605563966
7372,ELEC,GE-Cary WattStation 2,Cary,NC,27513,E,Public,35.8258283,-78.7977763,72941,2019-11-14 10:53:56 UTC,US,Public,public,6392,Wake,37,NORTH CAROLINA,37183,Wake,37183053512,0.1134,9.89294881812476,646.1167562384725,6.470980224662857,POINT (698932.2591703859 3966868.931150435),187,6392,Wake,37,NORTH CAROLINA,37183,Wake,37183053512,0.1134,9.89294881812476,646.1167562384725,6.470980224662857
7473,ELEC,GE Cary WattStation 1,Cary,NC,27513,E,Private,35.8258283,-78.7978763,73062,2019-11-14 10:53:56 UTC,US,Privé,private,6392,Wake,37,NORTH CAROLINA,37183,Wake,37183053512,0.1134,9.89294881812476,646.1167562384725,6.470980224662857,POINT (698923.2245136506 3966868.727796694),187,6392,Wake,37,NORTH CAROLINA,37183,Wake,37183053512,0.1134,9.89294881812476,646.1167562384725,6.470980224662857
7491,ELEC,GE-Cary WattStation 3,Cary,NC,27513,E,Private,35.8258283,-78.79797629999999,73081,2019-11-14 10:53:56 UTC,US,Privé,private,6392,Wake,37,NORTH CAROLINA,37183,Wake,37183053512,0.1134,9.89294881812476,646.1167562384725,6.470980224662857,POINT (698914.1898571085 3966868.524452202),187,6392,Wake,37,NORTH CAROLINA,37183,Wake,37183053512,0.1134,9.89294881812476,646.1167562384725,6.470980224662857
7492,ELEC,GE WattStation Cary #3,Cary,NC,27513,E,Private,35.827017,-78.79642709999999,73082,2019-11-14 10:53:56 UTC,US,Privé,private,6392,Wake,37,NORTH CAROLINA,37183,Wake,37183053512,0.1134,9.89294881812476,646.1167562384725,6.470980224662857,POINT (699051.1846626655 3967003.547043354),187,6392,Wake,37,NORTH CAROLINA,37183,Wake,37183053512,0.1134,9.89294881812476,646.1167562384725,6.470980224662857
7493,ELEC,GE WattStation Cary #1,Cary,NC,27513,E,Private,35.827017,-78.7962271,73083,2019-11-14 10:53:56 UTC,US,Privé,private,6392,Wake,37,NORTH CAROLINA,37183,Wake,37183053512,0.1134,9.89294881812476,646.1167562384725,6.470980224662857,POINT (699069.2537119335 3967003.954033733),187,6392,Wake,37,NORTH CAROLINA,37183,Wake,37183053512,0.1134,9.89294881812476,646.1167562384725,6.470980224662857
7498,ELEC,GE WattStation Cary #2,Cary,NC,27513,E,Private,35.827017,-78.7963271,73089,2019-11-14 10:53:56 UTC,US,Privé,private,6392,Wake,37,NORTH CAROLINA,37183,Wake,37183053512,0.1134,9.89294881812476,646.1167562384725,6.470980224662857,POINT (699060.2191872027 3967003.75053392),187,6392,Wake,37,NORTH CAROLINA,37183,Wake,37183053512,0.1134,9.89294881812476,646.1167562384725,6.470980224662857
10423,ELEC,SAS Institute Inc - 940,Cary,NC,27513,E,Private,35.820147999999996,-78.79869599999999,85655,2019-11-08 19:38:10 UTC,US,Privé,private,6392,Wake,37,NORTH CAROLINA,37183,Wake,37183053512,0.1134,9.89294881812476,646.1167562384725,6.470980224662857,POINT (698863.3445582921 3966236.903901071),187,6392,Wake,37,NORTH CAROLINA,37183,Wake,37183053512,0.1134,9.89294881812476,646.1167562384725,6.470980224662857
20574,ELEC,HIGHWOODS,Cary,NC,27513,E,Public,35.82713,-78.797632,117060,2019-11-14 10:14:28 UTC,US,Public,public,6392,Wake,37,NORTH CAROLINA,37183,Wake,37183053512,0.1134,9.89294881812476,646.1167562384725,6.470980224662857,POINT (698942.045497172 3967013.6318417),187,6392,Wake,37,NORTH CAROLINA,37183,Wake,37183053512,0.1134,9.89294881812476,646.1167562384725,6.470980224662857
20575,ELEC,HIGHWOODS,Cary,NC,27513,E,Public,35.8264936,-78.7948943,117062,2019-11-14 10:14:28 UTC,US,Public,public,6392,Wake,37,NORTH CAROLINA,37183,Wake,37183053512,0.1134,9.89294881812476,646.1167562384725,6.470980224662857,POINT (699190.9745776942 3966948.602482151),187,6392,Wake,37,NORTH CAROLINA,37183,Wake,37183053512,0.1134,9.89294881812476,646.1167562384725,6.470980224662857
21059,ELEC,METLIFE,Cary,NC,27513,E,Public,35.830019,-78.799133,118914,2019-11-14 10:14:28 UTC,US,Public,public,6392,Wake,37,NORTH CAROLINA,37183,Wake,37183053512,0.1134,9.89294881812476,646.1167562384725,6.470980224662857,POINT (698799.2275072999 3967331.078418453),187,6392,Wake,37,NORTH CAROLINA,37183,Wake,37183053512,0.1134,9.89294881812476,646.1167562384725,6.470980224662857
21121,ELEC,METLIFE,Cary,NC,27513,E,Public,35.828631,-78.79996700000001,119031,2019-11-14 10:14:28 UTC,US,Public,public,6392,Wake,37,NORTH CAROLINA,37183,Wake,37183053512,0.1134,9.89294881812476,646.1167562384725,6.470980224662857,POINT (698727.3452227605 3967175.402574827),187,6392,Wake,37,NORTH CAROLINA,37183,Wake,37183053512,0.1134,9.89294881812476,646.1167562384725,6.470980224662857
22775,ELEC,Verizon - Cary,Cary,NC,27513,E,Private,35.830871,-78.791809,123352,2019-08-08 15:38:00 UTC,US,Privé,private,6392,Wake,37,NORTH CAROLINA,37183,Wake,37183053512,0.1134,9.89294881812476,646.1167562384725,6.470980224662857,POINT (699458.7577389422 3967440.50757373),187,6392,Wake,37,NORTH CAROLINA,37183,Wake,37183053512,0.1134,9.89294881812476,646.1167562384725,6.470980224662857
23932,ELEC,MetLife - Cary,Cary,NC,27513,E,Private,35.830019,-78.799133,143810,2019-09-09 14:29:53 UTC,US,Privé,private,6392,Wake,37,NORTH CAROLINA,37183,Wake,37183053512,0.1134,9.89294881812476,646.1167562384725,6.470980224662857,POINT (698799.2275072999 3967331.078418453),187,6392,Wake,37,NORTH CAROLINA,37183,Wake,37183053512,0.1134,9.89294881812476,646.1167562384725,6.470980224662857
7411,ELEC,GE WattStation2,Wake Forest,NC,27587,E,Private,35.9768433,-78.50862059999999,72988,2019-11-14 10:53:56 UTC,US,Privé,private,4796,Wake,37,NORTH CAROLINA,37183,Wake,37183054205,0.665,7.708697734738833,622.1543722472193,6.433188248838543,POINT (724629.8470383289 3984250.103110411),260,4796,Wake,37,NORTH CAROLINA,37183,Wake,37183054205,0.665,7.708697734738833,622.1543722472193,6.433188248838543
7430,ELEC,GE WattStation1,Wake Forest,NC,27587,E,Private,35.9768433,-78.50872059999999,73007,2019-11-14 10:53:56 UTC,US,Privé,private,4796,Wake,37,NORTH CAROLINA,37183,Wake,37183054205,0.665,7.708697734738833,622.1543722472193,6.433188248838543,POINT (724620.8289796051 3984249.872608368),260,4796,Wake,37,NORTH CAROLINA,37183,Wake,37183054205,0.665,7.708697734738833,622.1543722472193,6.433188248838543
24317,ELEC,WF EV STATIONS,Wake Forest,NC,27587,E,Public,35.9763855,-78.5081784,145218,2019-11-14 10:14:28 UTC,US,Public,public,4796,Wake,37,NORTH CAROLINA,37183,Wake,37183054205,0.665,7.708697734738833,622.1543722472193,6.433188248838543,POINT (724671.0233799428 3984200.330987092),260,4796,Wake,37,NORTH CAROLINA,37183,Wake,37183054205,0.665,7.708697734738833,622.1543722472193,6.433188248838543
24318,ELEC,WF EV STATIONS,Wake Forest,NC,27587,E,Public,35.97614,-78.5087763,145219,2019-11-14 10:14:28 UTC,US,Public,public,4796,Wake,37,NORTH CAROLINA,37183,Wake,37183054205,0.665,7.708697734738833,622.1543722472193,6.433188248838543,POINT (724617.8002440976 3984171.715243984),260,4796,Wake,37,NORTH CAROLINA,37183,Wake,37183054205,0.665,7.708697734738833,622.1543722472193,6.433188248838543
7579,ELEC,HIGHWOODS,Raleigh,NC,27604,E,Public,35.821872,-78.609234,73253,2019-11-14 10:14:28 UTC,US,Public,public,3799,Wake,37,NORTH CAROLINA,37183,Wake,37183052705,0.46,4.634939942352167,819.6438459291148,6.7088699116750785,POINT (715977.4861512387 3966829.866917314),129,3799,Wake,37,NORTH CAROLINA,37183,Wake,37183052705,0.46,4.634939942352167,819.6438459291148,6.7088699116750785
7580,ELEC,HIGHWOODS,Raleigh,NC,27604,E,Public,35.820943,-78.608704,73254,2019-11-14 10:14:28 UTC,US,Public,public,3799,Wake,37,NORTH CAROLINA,37183,Wake,37183052705,0.46,4.634939942352167,819.6438459291148,6.7088699116750785,POINT (716027.8932087489 3966727.972112455),129,3799,Wake,37,NORTH CAROLINA,37183,Wake,37183052705,0.46,4.634939942352167,819.6438459291148,6.7088699116750785
13557,ELEC,The Avenue,Raleigh,NC,27604,E,Public,35.816201,-78.611464,95921,2019-11-14 09:08:08 UTC,US,Public,public,3799,Wake,37,NORTH CAROLINA,37183,Wake,37183052705,0.46,4.634939942352167,819.6438459291148,6.7088699116750785,POINT (715791.3531896084 3966195.79423938),129,3799,Wake,37,NORTH CAROLINA,37183,Wake,37183052705,0.46,4.634939942352167,819.6438459291148,6.7088699116750785
7609,ELEC,NC STATE,Raleigh,NC,27606,E,Public,35.7821169,-78.6679066,73327,2019-11-14 10:14:28 UTC,US,Public,public,4255,Wake,37,NORTH CAROLINA,37183,Wake,37183051102,0.3693,1.739309892433535,2446.372563342733,7.802361619996936,POINT (710781.2416387099 3962291.479007969),98,4255,Wake,37,NORTH CAROLINA,37183,Wake,37183051102,0.3693,1.739309892433535,2446.372563342733,7.802361619996936
8363,ELEC,Sweet Retreat Orchard,Hillsborough,NC,27278,E,Public - Call ahead,36.103194,-79.13427800000001,76426,2019-10-04 14:44:17 UTC,US,Public - Appeler à l'avance,public,8028,Orange,37,NORTH CAROLINA,37135,Orange,37135011101,0.6215,74.28002486794296,108.0775082436011,4.682848638645257,POINT (667942.8944360915 3997005.805247569),70,8028,Orange,37,NORTH CAROLINA,37135,Orange,37135011101,0.6215,74.28002486794296,108.0775082436011,4.682848638645257
8422,ELEC,City of Durham - General Services,Durham,NC,27704,E,Private,36.007,-78.87,76736,2019-10-04 14:44:17 UTC,US,Privé,private,5974,Durham,37,NORTH CAROLINA,37063,Durham,37063001002,0.9755,3.3491733735001885,1783.7237233725618,7.48645843756695,POINT (691968.6434633828 3986823.145996423),12,5974,Durham,37,NORTH CAROLINA,37063,Durham,37063001002,0.9755,3.3491733735001885,1783.7237233725618,7.48645843756695
9299,ELEC,DEVON FOUR25,Raleigh,NC,27603,E,Public,35.7863581,-78.6498506,80023,2019-11-14 10:14:28 UTC,US,Public,public,2488,Wake,37,NORTH CAROLINA,37183,Wake,37183050300,0.2078,1.0400603551339949,2392.168865699589,7.779955708606996,POINT (712402.1934070915 3962801.017454282),89,2488,Wake,37,NORTH CAROLINA,37183,Wake,37183050300,0.2078,1.0400603551339949,2392.168865699589,7.779955708606996
9354,ELEC,DUKEPTS,Durham,NC,27708,E,Public,35.9960425,-78.9475123,80187,2019-11-14 10:14:28 UTC,US,Public,public,3070,Durham,37,NORTH CAROLINA,37063,Durham,37063001501,0.4137,2.739830403964316,1120.5073115321134,7.021536818460311,POINT (685007.4197057032 3985457.57044509),18,3070,Durham,37,NORTH CAROLINA,37063,Durham,37063001501,0.4137,2.739830403964316,1120.5073115321134,7.021536818460311
9355,ELEC,DUKEPTS,Durham,NC,27708,E,Public,35.9962676,-78.9472186,80188,2019-11-14 10:14:28 UTC,US,Public,public,3070,Durham,37,NORTH CAROLINA,37063,Durham,37063001501,0.4137,2.739830403964316,1120.5073115321134,7.021536818460311,POINT (685033.3707461171 3985483.10003665),18,3070,Durham,37,NORTH CAROLINA,37063,Durham,37063001501,0.4137,2.739830403964316,1120.5073115321134,7.021536818460311
9924,ELEC,DUKEPTS,Durham,NC,27710,E,Public,36.0070201,-78.9412623,81839,2019-11-14 10:14:28 UTC,US,Public,public,3070,Durham,37,NORTH CAROLINA,37063,Durham,37063001501,0.4137,2.739830403964316,1120.5073115321134,7.021536818460311,POINT (685545.1258486862 3986687.277884445),18,3070,Durham,37,NORTH CAROLINA,37063,Durham,37063001501,0.4137,2.739830403964316,1120.5073115321134,7.021536818460311
10441,ELEC,TOWN HALL,Holly Springs,NC,27540,E,Public,35.650397999999996,-78.8342085,85693,2019-11-14 10:14:28 UTC,US,Public,public,4383,Wake,37,NORTH CAROLINA,37183,Wake,37183053204,0.4641,3.8114494292363017,1149.9562256761253,7.047479156003363,POINT (696070.6300407494 3947334.068487625),160,4383,Wake,37,NORTH CAROLINA,37183,Wake,37183053204,0.4641,3.8114494292363017,1149.9562256761253,7.047479156003363
10622,ELEC,Duke Energy,Durham,NC,27705,E,Private,36.035299,-78.973331,86066,2019-05-14 21:16:45 UTC,US,Privé,private,6485,Durham,37,NORTH CAROLINA,37063,Durham,37063001707,0.2342,16.31006262781744,397.6073021902186,5.985464840283336,POINT (682589.2483192665 3989763.832216451),26,6485,Durham,37,NORTH CAROLINA,37063,Durham,37063001707,0.2342,16.31006262781744,397.6073021902186,5.985464840283336
10655,ELEC,Duke Energy,Cary,NC,27511,E,Private,35.773958,-78.80328100000001,86123,2019-05-14 21:16:45 UTC,US,Privé,private,3653,Wake,37,NORTH CAROLINA,37183,Wake,37183053518,0.043,2.867239499061237,1274.04773866851,7.149954306912417,POINT (698564.0460450191 3961103.422467328),191,3653,Wake,37,NORTH CAROLINA,37183,Wake,37183053518,0.043,2.867239499061237,1274.04773866851,7.149954306912417
10675,ELEC,Duke Energy,Cary,NC,27511,E,Private,35.773958,-78.80328100000001,86162,2019-05-14 21:16:45 UTC,US,Privé,private,3653,Wake,37,NORTH CAROLINA,37183,Wake,37183053518,0.043,2.867239499061237,1274.04773866851,7.149954306912417,POINT (698564.0460450191 3961103.422467328),191,3653,Wake,37,NORTH CAROLINA,37183,Wake,37183053518,0.043,2.867239499061237,1274.04773866851,7.149954306912417
10656,ELEC,Duke Energy,Garner,NC,27529,E,Private,35.71922,-78.629588,86124,2019-05-14 21:16:45 UTC,US,Privé,private,7761,Wake,37,NORTH CAROLINA,37183,Wake,37183054500,0.6516,13.197756893023882,588.0544749314437,6.376819588048626,POINT (714413.9730792069 3955396.837080467),272,7761,Wake,37,NORTH CAROLINA,37183,Wake,37183054500,0.6516,13.197756893023882,588.0544749314437,6.376819588048626
10657,ELEC,Duke Energy,Raleigh,NC,27603,E,Private,35.7417,-78.64236899999999,86125,2019-05-14 21:16:45 UTC,US,Privé,private,7761,Wake,37,NORTH CAROLINA,37183,Wake,37183054500,0.6516,13.197756893023882,588.0544749314437,6.376819588048626,POINT (713197.704548407 3957862.89312849),272,7761,Wake,37,NORTH CAROLINA,37183,Wake,37183054500,0.6516,13.197756893023882,588.0544749314437,6.376819588048626
10677,ELEC,Duke Energy,Raleigh,NC,27529,E,Private,35.71911,-78.62926,86164,2019-05-14 21:16:45 UTC,US,Privé,private,7761,Wake,37,NORTH CAROLINA,37183,Wake,37183054500,0.6516,13.197756893023882,588.0544749314437,6.376819588048626,POINT (714443.9424866068 3955385.350888185),272,7761,Wake,37,NORTH CAROLINA,37183,Wake,37183054500,0.6516,13.197756893023882,588.0544749314437,6.376819588048626
23551,ELEC,TOBACCOROADHD,Raleigh,NC,27603,E,Public,35.764973,-78.64961,143347,2019-11-14 10:14:28 UTC,US,Public,public,7761,Wake,37,NORTH CAROLINA,37183,Wake,37183054500,0.6516,13.197756893023882,588.0544749314437,6.376819588048626,POINT (712480.8710948313 3960429.071179824),272,7761,Wake,37,NORTH CAROLINA,37183,Wake,37183054500,0.6516,13.197756893023882,588.0544749314437,6.376819588048626
10658,ELEC,Duke Energy,Raleigh,NC,27616,E,Private,35.884757,-78.564544,86126,2019-05-14 21:16:45 UTC,US,Privé,private,12342,Wake,37,NORTH CAROLINA,37183,Wake,37183054014,0.7075,10.633292967226428,1160.6940613824984,7.056773433951131,POINT (719841.6628248243 3973906.14996989),242,12342,Wake,37,NORTH CAROLINA,37183,Wake,37183054014,0.7075,10.633292967226428,1160.6940613824984,7.056773433951131
10680,ELEC,Duke Energy,Raleigh,NC,27616,E,Private,35.884757,-78.564544,86167,2019-05-14 21:16:45 UTC,US,Privé,private,12342,Wake,37,NORTH CAROLINA,37183,Wake,37183054014,0.7075,10.633292967226428,1160.6940613824984,7.056773433951131,POINT (719841.6628248243 3973906.14996989),242,12342,Wake,37,NORTH CAROLINA,37183,Wake,37183054014,0.7075,10.633292967226428,1160.6940613824984,7.056773433951131
10830,ELEC,TOWN HALL EV,Carrboro,NC,27510,E,Public,35.911160200000005,-79.0774957,86956,2019-11-14 10:14:28 UTC,US,Public,public,6064,Orange,37,NORTH CAROLINA,37135,Orange,37135010703,0.6358,2.380676603333032,2547.175030623724,7.84274019292603,POINT (673475.1169917672 3975802.301804298),61,6064,Orange,37,NORTH CAROLINA,37135,Orange,37135010703,0.6358,2.380676603333032,2547.175030623724,7.84274019292603
10937,ELEC,DUKEPTS,Durham,NC,27705,E,Public,36.009415999999995,-78.939453,87609,2019-11-14 10:14:28 UTC,US,Public,public,5986,Durham,37,NORTH CAROLINA,37063,Durham,37063001502,0.8575,2.4583513671201924,2434.9651884841146,7.797687739104072,POINT (685702.5900137317 3986956.520099479),19,5986,Durham,37,NORTH CAROLINA,37063,Durham,37063001502,0.8575,2.4583513671201924,2434.9651884841146,7.797687739104072
14987,ELEC,WEINSTEIN,Durham,NC,27705,E,Public,36.011101200000006,-78.94644570000001,99782,2019-11-14 10:14:28 UTC,US,Public,public,5986,Durham,37,NORTH CAROLINA,37063,Durham,37063001502,0.8575,2.4583513671201924,2434.9651884841146,7.797687739104072,POINT (685068.3618853826 3987130.161487095),19,5986,Durham,37,NORTH CAROLINA,37063,Durham,37063001502,0.8575,2.4583513671201924,2434.9651884841146,7.797687739104072
10975,ELEC,TOWN OF CARY,Cary,NC,27513,E,Public,35.7813041,-78.8255524,87656,2019-11-14 10:14:28 UTC,US,Public,public,2413,Wake,37,NORTH CAROLINA,37183,Wake,37183053525,0.0902,2.6040335527887084,926.6393658468313,6.831564456266211,POINT (696532.5069492422 3961873.448435109),198,2413,Wake,37,NORTH CAROLINA,37183,Wake,37183053525,0.0902,2.6040335527887084,926.6393658468313,6.831564456266211
11177,ELEC,QCOM,Raleigh,NC,27617,E,Public,35.9055848,-78.7782844,88060,2019-11-14 10:14:28 UTC,US,Public,public,8620,Wake,37,NORTH CAROLINA,37183,Wake,37183053610,0.0426,12.05840349565488,714.8541681414233,6.572078561249842,POINT (700492.1724872763 3975756.811107567),208,8620,Wake,37,NORTH CAROLINA,37183,Wake,37183053610,0.0426,12.05840349565488,714.8541681414233,6.572078561249842
15067,ELEC,WEINSTEIN,Raleigh,NC,27617,E,Public,35.9104975,-78.787751,99977,2019-11-14 10:14:28 UTC,US,Public,public,8620,Wake,37,NORTH CAROLINA,37183,Wake,37183053610,0.0426,12.05840349565488,714.8541681414233,6.572078561249842,POINT (699625.4053385989 3976282.42262014),208,8620,Wake,37,NORTH CAROLINA,37183,Wake,37183053610,0.0426,12.05840349565488,714.8541681414233,6.572078561249842
23773,ELEC,119 SOUTH,Morrisville,NC,27560,E,Public,35.900626200000005,-78.8042668,143579,2019-11-14 10:14:28 UTC,US,Public,public,8620,Wake,37,NORTH CAROLINA,37183,Wake,37183053610,0.0426,12.05840349565488,714.8541681414233,6.572078561249842,POINT (698159.4725444595 3975153.669168956),208,8620,Wake,37,NORTH CAROLINA,37183,Wake,37183053610,0.0426,12.05840349565488,714.8541681414233,6.572078561249842
11839,ELEC,WF EV STATIONS,Wake Forest,NC,27587,E,Public,35.9781938,-78.51005440000002,92409,2019-11-14 10:14:28 UTC,US,Public,public,4917,Wake,37,NORTH CAROLINA,37183,Wake,37183054206,0.3683,9.080671859499201,541.4797578943869,6.294305684199193,POINT (724496.7184406886 3984396.632868504),261,4917,Wake,37,NORTH CAROLINA,37183,Wake,37183054206,0.3683,9.080671859499201,541.4797578943869,6.294305684199193
12414,ELEC,AAA,Wake Forest,NC,27587,E,Public - Card key at all times,35.950340000000004,-78.53849,93505,2019-11-14 10:52:49 UTC,US,Public - Carte-clé en tout temps,public,4917,Wake,37,NORTH CAROLINA,37183,Wake,37183054206,0.3683,9.080671859499201,541.4797578943869,6.294305684199193,POINT (722010.4497413819 3981241.231492136),261,4917,Wake,37,NORTH CAROLINA,37183,Wake,37183054206,0.3683,9.080671859499201,541.4797578943869,6.294305684199193
